Student ID,student_name,gender,grade,school_name,reading_score,math_score
22530,Gina Sims,F,9th,Bailey High School,87,76
22593,Allison Meyers,F,12th,Bailey High School,87,87
22713,Brandon Vaughn,M,9th,Bailey High School,87,97
22785,Kelly Mills,M,10th,Bailey High School,87,59
22820,Steven Fischer,M,12th,Bailey High School,87,73
22824,Rebecca Harris,F,10th,Bailey High School,87,82
22827,Alison Anderson,F,9th,Bailey High School,87,68
22831,Samuel Blair,M,10th,Bailey High School,87,82
22864,Debra Garcia,F,12th,Holden High School,87,69
22884,Jackson Wong,M,12th,Holden High School,87,89
22919,Andrew Tyler,M,9th,Holden High School,87,82
22954,Jessica Hanna,F,10th,Holden High School,87,73
22962,Steven Reed,M,12th,Holden High School,87,68
23021,William Long,M,11th,Holden High School,87,95
23049,Teresa Shannon,F,10th,Holden High School,87,84
23050,Diana Sandoval,F,9th,Holden High School,87,77
23054,Gina Waller,F,9th,Holden High School,87,93
23081,Anthony Davis,M,9th,Holden High School,87,71
23133,Victoria Wilson,F,10th,Holden High School,87,75
23186,Kelsey Murray,F,12th,Holden High School,87,92
23187,Michael Wagner,M,11th,Holden High School,87,97
23229,Dawn Stephens,F,9th,Holden High School,87,78
23278,Sheena Ball,F,12th,Pena High School,87,92
23286,Laura Hamilton,F,10th,Pena High School,87,88
23310,Maria Moody,F,11th,Pena High School,87,84
23342,Evan Cochran,M,11th,Pena High School,87,82
23345,Marie Webb,F,12th,Pena High School,87,91
23470,Cynthia Matthews,F,11th,Pena High School,87,85
23491,Jonathan Walter,M,11th,Pena High School,87,77
23492,Tiffany Payne,F,9th,Pena High School,87,97
23498,Charles Sullivan,M,11th,Pena High School,87,70
23500,Debbie Hall,F,10th,Pena High School,87,74
23543,Thomas Foster,M,9th,Pena High School,87,85
23608,Samuel Blair,M,9th,Pena High School,87,74
23648,Cory Raymond,M,9th,Pena High School,87,90
23649,Wendy Newman,F,10th,Pena High School,87,85
23662,Angela Murillo,F,10th,Pena High School,87,80
23671,Mrs. Kaitlin Oconnor DVM,F,11th,Pena High School,87,74
23675,Heather Gutierrez,F,11th,Pena High School,87,99
23712,Alexander Thompson,M,12th,Pena High School,87,81
23756,John Wright,M,9th,Pena High School,87,97
23790,Debra Bishop,F,10th,Pena High School,87,73
23804,Erica Smith,F,10th,Pena High School,87,73
23817,Lisa Tate,F,11th,Pena High School,87,98
23829,Jessica Holloway,F,12th,Pena High School,87,94
23858,Sylvia Gaines,F,9th,Pena High School,87,90
23867,Mrs. Nancy Blair,F,9th,Pena High School,87,95
23918,Kiara Daniels,F,9th,Pena High School,87,96
23924,Sharon Stephens,F,9th,Pena High School,87,72
23968,Dr. Monica Wilson,F,11th,Pena High School,87,78
23974,Karen Ibarra,F,10th,Pena High School,87,75
24002,Stacie Holland,F,9th,Pena High School,87,85
24027,Lawrence Li,M,10th,Pena High School,87,69
24060,Tracy Smith,F,9th,Pena High School,87,71
24117,Maria Nelson,F,12th,Pena High School,87,89
24252,Jeffrey Dyer,M,12th,Wright High School,87,72
24257,Travis Hall,M,10th,Wright High School,87,96
24279,Karen Cooper,F,12th,Wright High School,87,83
24280,Keith Wright,M,12th,Wright High School,87,79
24295,Derrick Armstrong,M,9th,Wright High School,87,86
24336,Craig Hurst,M,9th,Wright High School,87,86
24353,Jody Jimenez,F,10th,Wright High School,87,87
24354,Julia Marks,F,11th,Wright High School,87,99
24379,Kristina Gray,F,10th,Wright High School,87,82
24384,Desiree Turner,F,9th,Wright High School,87,82
24408,Bianca Singh,F,11th,Wright High School,87,72
24409,Kelly Sexton,F,11th,Wright High School,87,95
24413,Jeremy Martinez,M,12th,Wright High School,87,96
24427,Ariel Price,F,9th,Wright High School,87,90
24434,Alyssa Wright,F,9th,Wright High School,87,88
24450,Taylor Cox,F,11th,Wright High School,87,88
24458,Patrick Fitzgerald,M,9th,Wright High School,87,94
24464,Timothy Peters,M,9th,Wright High School,87,78
24470,Brandon Vega,M,9th,Wright High School,87,83
24476,Gina Green,F,9th,Wright High School,87,96
24482,Richard Austin,M,9th,Wright High School,87,74
24510,Michelle Wright,F,12th,Wright High School,87,94
24557,Anthony Cardenas,M,11th,Wright High School,87,73
24602,Erika Perez,F,12th,Wright High School,87,77
24605,Danielle Guerra,F,11th,Wright High School,87,69
24693,Chad Garcia,M,12th,Wright High School,87,69
24718,David Rogers,M,12th,Wright High School,87,79
24758,Larry Cook,M,12th,Wright High School,87,96
24787,Rhonda Valenzuela,F,10th,Wright High School,87,69
24808,William Rodriguez,M,11th,Wright High School,87,96
24825,Ryan Armstrong,M,9th,Wright High School,87,92
24849,Logan Burgess,M,9th,Wright High School,87,83
24861,Brittney Clarke,F,10th,Wright High School,87,81
24864,Curtis Christensen,M,12th,Wright High School,87,77
24910,Julie Williamson,F,12th,Wright High School,87,99
24970,William Williams,M,11th,Wright High School,87,69
24980,Alex Ramirez,M,10th,Wright High School,87,90
24983,Chad Bradley,M,9th,Wright High School,87,87
25050,Molly Lam,F,10th,Wright High School,87,82
25055,Melissa Ross,F,9th,Wright High School,87,74
25068,Julie Garcia,F,9th,Wright High School,87,86
25100,Bruce Phillips,M,11th,Wright High School,87,78
25195,Martin Baker,M,9th,Wright High School,87,76
25198,Regina Garcia,F,11th,Wright High School,87,99
25217,Lisa Banks,F,10th,Wright High School,87,98
25241,Amanda Mullins,F,11th,Wright High School,87,86
25255,Nicholas Petersen,M,11th,Wright High School,87,98
25273,Henry Mcgrath,M,9th,Wright High School,87,81
25287,Sherry Patel,F,9th,Wright High School,87,87
25301,Jason Walls,M,10th,Wright High School,87,99
25303,Manuel Owen,M,11th,Wright High School,87,88
25322,Kellie Lam,F,11th,Wright High School,87,94
25346,Wendy Jackson,F,11th,Wright High School,87,93
25348,Amy Myers,F,11th,Wright High School,87,70
25354,Rebecca Odom,F,9th,Wright High School,87,85
25379,Paul Smith,M,11th,Wright High School,87,84
25383,Mia Thompson,F,10th,Wright High School,87,88
25443,Cheryl Bates,F,11th,Wright High School,87,89
25573,Mrs. Alexandra Hamilton,F,11th,Wright High School,87,91
25580,Candice Clark,F,9th,Wright High School,87,99
25635,Cameron Logan,M,10th,Wright High School,87,92
25653,Erin Brown,F,9th,Wright High School,87,96
25665,Robert Escobar,M,12th,Wright High School,87,70
25722,Jessica Montoya,F,9th,Wright High School,87,69
25747,Rachel Miller,F,11th,Wright High School,87,89
25763,Anthony Collins,M,9th,Wright High School,87,91
25774,Nicole Hayes,F,12th,Wright High School,87,76
25825,James Stephens,M,11th,Wright High School,87,84
25829,Mary Brady,F,10th,Wright High School,87,98
25837,Jose Hill,M,9th,Wright High School,87,99
25847,Michael James,M,10th,Wright High School,87,94
25860,Heather Smith,F,11th,Wright High School,87,76
25878,Danielle Santiago,F,10th,Wright High School,87,69
25920,Zachary Smith,M,10th,Wright High School,87,86
25921,Matthew Gonzalez,M,10th,Wright High School,87,97
25929,Jonathan Alvarado,M,9th,Wright High School,87,88
25966,Lisa Long,F,10th,Wright High School,87,93
25975,Kendra Miller,F,10th,Wright High School,87,89
25985,Michael Lopez,M,9th,Wright High School,87,76
25994,Michael Wolfe,M,10th,Wright High School,87,71
26008,Mark Roberts,M,11th,Wright High School,87,95
26023,Jeremiah Patel,M,9th,Wright High School,87,97
26053,Cameron Hawkins,M,10th,Rodriguez High School,87,89
26099,Jessica Wilkins,F,9th,Rodriguez High School,87,81
26102,George Williams,M,12th,Rodriguez High School,87,58
26123,Wayne White,M,11th,Rodriguez High School,87,64
26218,Tammy Turner,F,9th,Rodriguez High School,87,63
26253,Andrew Santiago,M,9th,Rodriguez High School,87,58
26334,Michelle Parker,F,10th,Rodriguez High School,87,93
26352,David Bishop,M,9th,Rodriguez High School,87,63
26392,Robert Salazar,M,10th,Rodriguez High School,87,75
26427,Jennifer Cooper,F,10th,Rodriguez High School,87,90
26489,James Salazar,M,9th,Rodriguez High School,87,81
26494,Dawn Lara,F,10th,Rodriguez High School,87,59
26578,Linda Cole,F,10th,Rodriguez High School,87,97
26594,Thomas Sanchez,M,11th,Rodriguez High School,87,90
26661,Joseph Guzman,M,12th,Rodriguez High School,87,76
26676,Elizabeth Jenkins,F,12th,Rodriguez High School,87,85
26708,Heather Barton,F,10th,Rodriguez High School,87,58
26733,Brittany Johnson,F,11th,Rodriguez High School,87,77
26763,Eric Smith,M,10th,Rodriguez High School,87,90
26798,Alex Vasquez,M,9th,Rodriguez High School,87,84
26801,Brian Harmon,M,12th,Rodriguez High School,87,57
26805,Elizabeth Bishop,F,9th,Rodriguez High School,87,71
26839,Maria Williams,F,10th,Rodriguez High School,87,59
26845,Jay Higgins,M,9th,Rodriguez High School,87,74
26865,Jeffrey Hernandez,M,10th,Rodriguez High School,87,65
26870,Tammy Sloan,F,10th,Rodriguez High School,87,63
26891,Miss Christy Harris,F,12th,Rodriguez High School,87,98
26900,Daniel Herrera,M,11th,Rodriguez High School,87,87
26906,Peter Mccoy,M,10th,Rodriguez High School,87,80
26952,Patrick Harrison,M,10th,Rodriguez High School,87,74
26960,Laura Harrison,F,10th,Rodriguez High School,87,92
27016,Paula Lewis,F,9th,Rodriguez High School,87,80
27053,Eric Baker,M,11th,Rodriguez High School,87,84
27096,Robin Hansen,F,9th,Rodriguez High School,87,68
27113,Emily Jones,F,9th,Rodriguez High School,87,93
27139,Jessica Heath,F,12th,Rodriguez High School,87,57
27403,Robert Stone,M,9th,Rodriguez High School,87,91
27441,Phillip Ramos,M,12th,Rodriguez High School,87,87
27493,Harry Williams,M,11th,Rodriguez High School,87,67
27532,Peter Kaiser,M,12th,Rodriguez High School,87,83
27571,Joseph King,M,10th,Rodriguez High School,87,93
27595,Shannon Holmes,F,9th,Rodriguez High School,87,87
27602,Nicholas Clarke,M,9th,Rodriguez High School,87,82
27764,Rachel Moss,F,9th,Rodriguez High School,87,92
27834,Tonya Johnson,F,11th,Rodriguez High School,87,79
27919,Jonathan Marshall,M,10th,Rodriguez High School,87,88
27961,Lauren Burns,F,11th,Rodriguez High School,87,70
28013,Ann Caldwell,F,10th,Rodriguez High School,87,59
28030,Mark Smith,M,10th,Rodriguez High School,87,81
28048,Amy Price,F,10th,Rodriguez High School,87,80
28100,Jeremiah Franklin,M,10th,Rodriguez High School,87,89
28203,Sarah Avery,F,12th,Rodriguez High School,87,71
28210,Sheryl Holmes,F,11th,Rodriguez High School,87,75
28251,Jessica Willis,F,9th,Rodriguez High School,87,72
28357,Sheila Castro,F,9th,Rodriguez High School,87,99
28358,Tracey Jackson,F,10th,Rodriguez High School,87,88
28366,Alicia Adkins,F,12th,Rodriguez High School,87,68
28407,Donald Williams,M,11th,Rodriguez High School,87,57
28442,Michele Jones,F,11th,Rodriguez High School,87,77
28521,Edward Williams,M,9th,Rodriguez High School,87,92
28525,Timothy Boyd,M,12th,Rodriguez High School,87,70
28647,Brianna Floyd,F,10th,Rodriguez High School,87,66
28710,Brandi Roth,F,11th,Rodriguez High School,87,64
28727,Darren Williams,M,10th,Rodriguez High School,87,78
28735,Timothy Rowe,M,9th,Rodriguez High School,87,65
28758,Gloria Spence,F,10th,Rodriguez High School,87,66
28827,Sherry Lyons,F,11th,Rodriguez High School,87,66
28839,Jeanne Ward,F,10th,Rodriguez High School,87,95
28893,Jennifer Miller,F,11th,Rodriguez High School,87,67
28953,Craig Briggs,M,10th,Rodriguez High School,87,96
28984,Lori Garcia,F,12th,Rodriguez High School,87,86
28998,Ann Nelson,F,9th,Rodriguez High School,87,74
29005,David Villarreal,M,12th,Rodriguez High School,87,95
29039,Johnathan Edwards,M,11th,Rodriguez High School,87,60
29106,Karen Garcia,F,9th,Rodriguez High School,87,88
29169,Sharon Carpenter,F,11th,Rodriguez High School,87,81
29196,Janice Schaefer,F,11th,Rodriguez High School,87,88
29241,Lindsey Morris,F,11th,Rodriguez High School,87,98
29337,Deborah Gill,F,11th,Rodriguez High School,87,63
29350,Erica Knight,F,9th,Rodriguez High School,87,90
29477,Mr. Brandon Bryan,M,11th,Rodriguez High School,87,92
29623,Aaron Meyers,M,10th,Rodriguez High School,87,62
29626,Joshua Wilson,M,9th,Rodriguez High School,87,64
29630,Ashley Aguirre,F,11th,Rodriguez High School,87,59
29631,Shannon Braun,F,9th,Rodriguez High School,87,73
29681,Kenneth Johnson,M,11th,Rodriguez High School,87,92
29691,Jesse Becker,M,10th,Rodriguez High School,87,92
29703,Heather Bauer,F,9th,Rodriguez High School,87,72
29753,Nicole Scott,F,11th,Rodriguez High School,87,65
29797,Michael Aguilar,M,9th,Rodriguez High School,87,92
29837,Tracey Rodriguez,F,10th,Rodriguez High School,87,71
29847,Harold Dixon,M,12th,Rodriguez High School,87,67
29862,Frank Kelly,M,12th,Rodriguez High School,87,91
29886,Laura Thomas,F,11th,Rodriguez High School,87,63
30000,Mark Richmond,M,11th,Rodriguez High School,87,81
30019,Mr. Justin Mccoy,M,12th,Rodriguez High School,87,63
30031,Shannon Mack,F,9th,Rodriguez High School,87,93
30035,Lisa Casey,F,12th,Johnson High School,87,87
30066,Nicholas Rodriguez,M,11th,Johnson High School,87,69
30076,Justin Murray,M,9th,Johnson High School,87,69
30087,Duane Li Jr.,M,10th,Johnson High School,87,70
30205,Veronica Zuniga,F,9th,Johnson High School,87,74
30247,Julie Watts,F,11th,Johnson High School,87,65
30292,Christina House,F,11th,Johnson High School,87,71
30374,Leonard Scott,M,9th,Johnson High School,87,91
30440,Bradley Ortiz,M,9th,Johnson High School,87,97
30461,Cassie Elliott,F,9th,Johnson High School,87,58
30494,Denise Jones,F,9th,Johnson High School,87,72
30541,Angela Allison,F,9th,Johnson High School,87,98
30548,Margaret Cook,F,9th,Johnson High School,87,63
30552,Bradley Miller,M,9th,Johnson High School,87,75
30592,Mr. Anthony Nunez,M,12th,Johnson High School,87,80
30613,Melissa Hill,F,9th,Johnson High School,87,64
30632,Anne Johnson,F,11th,Johnson High School,87,59
30686,Brian Moore,M,11th,Johnson High School,87,90
30744,Christy Larsen,F,10th,Johnson High School,87,97
30810,Kaylee Warren,F,9th,Johnson High School,87,73
30838,Suzanne Douglas,F,12th,Johnson High School,87,83
30853,Cathy Kidd,F,9th,Johnson High School,87,67
30871,Mrs. Melissa Ramirez,F,9th,Johnson High School,87,70
30936,Cindy Avila,F,10th,Johnson High School,87,72
30988,Joshua Floyd,M,11th,Johnson High School,87,56
31003,Dr. Bridget Hart DVM,F,9th,Johnson High School,87,92
31080,Mary Harmon,F,9th,Johnson High School,87,63
31084,April Jones,F,10th,Johnson High School,87,64
31093,William Collins,M,11th,Johnson High School,87,93
31148,Gregory Bennett,M,11th,Johnson High School,87,82
31238,Christopher Krause,M,9th,Johnson High School,87,97
31529,Laura Zuniga,F,11th,Johnson High School,87,85
31600,Patrick Allen,M,11th,Johnson High School,87,70
31696,Teresa Hill,F,12th,Johnson High School,87,79
31719,Donald Carter,M,10th,Johnson High School,87,94
31734,Emma Blair,F,9th,Johnson High School,87,64
31751,Andrea Jones,F,11th,Johnson High School,87,80
31837,Craig Garcia,M,9th,Johnson High School,87,55
31855,Christine Long,F,12th,Johnson High School,87,67
31879,Kristina Hansen,F,9th,Johnson High School,87,98
31925,Mary Estes,F,11th,Johnson High School,87,58
31966,Jasmine Young,F,11th,Johnson High School,87,71
32011,Micheal Hanson,M,11th,Johnson High School,87,68
32018,Mrs. Tamara Burns,F,12th,Johnson High School,87,81
32068,James Chase,M,10th,Johnson High School,87,55
32083,James Walker,M,11th,Johnson High School,87,79
32143,Amanda Reynolds,F,11th,Johnson High School,87,91
32206,Claire Franklin,F,9th,Johnson High School,87,96
32279,Jennifer Willis,F,9th,Johnson High School,87,65
32381,Tasha Richardson,F,10th,Johnson High School,87,79
32389,John Bean,M,9th,Johnson High School,87,64
32509,Dillon Hampton,M,9th,Johnson High School,87,95
32517,Noah Quinn,M,11th,Johnson High School,87,83
32532,Donna Long,F,9th,Johnson High School,87,71
32550,James Lawson,M,11th,Johnson High School,87,94
32596,Tonya Haley,F,9th,Johnson High School,87,90
32597,Virginia Snow,F,9th,Johnson High School,87,96
32627,Lindsay Anderson,F,11th,Johnson High School,87,99
32680,Shannon Espinoza,F,11th,Johnson High School,87,83
32706,Samuel Bender,M,10th,Johnson High School,87,85
32720,Eric Lee,M,9th,Johnson High School,87,73
32761,Tyler Serrano,M,12th,Johnson High School,87,78
32769,Mariah Wilson,F,11th,Johnson High School,87,62
32799,Megan Taylor,F,10th,Johnson High School,87,93
32804,Robert Fitzgerald,M,12th,Johnson High School,87,64
32820,Danielle Ferrell,F,9th,Johnson High School,87,81
32888,Austin Sims,M,11th,Johnson High School,87,72
32889,Leslie Wood,F,12th,Johnson High School,87,75
32920,Michelle Hernandez,F,9th,Johnson High School,87,81
32938,Sonya Gordon,F,12th,Johnson High School,87,73
32960,Michael Shannon,M,10th,Johnson High School,87,55
33008,Jennifer Warren,F,10th,Johnson High School,87,83
33044,Jeffrey Crawford,M,10th,Johnson High School,87,75
33082,Melinda Cardenas,F,10th,Johnson High School,87,93
33094,Glen Fisher,M,11th,Johnson High School,87,60
33104,Benjamin Carter,M,11th,Johnson High School,87,55
33133,Mark Bright,M,10th,Johnson High School,87,67
33143,Nathan Sanders,M,12th,Johnson High School,87,86
33185,Richard Carpenter,M,11th,Johnson High School,87,72
33281,Mr. Jeffrey Thompson,M,12th,Johnson High School,87,68
33306,Shawn Baird,M,12th,Johnson High School,87,84
33347,Susan Lee,F,10th,Johnson High School,87,65
33350,Gene Sanders,M,12th,Johnson High School,87,56
33367,Tricia Ruiz,F,10th,Johnson High School,87,77
33412,Tyrone Johnston,M,12th,Johnson High School,87,55
33413,Erin Schmitt,F,9th,Johnson High School,87,97
33421,Eileen Torres,F,9th,Johnson High School,87,71
33519,David Gill,M,11th,Johnson High School,87,93
33554,Cynthia Garcia,F,9th,Johnson High School,87,82
33639,Ashley Morrison,F,12th,Johnson High School,87,69
33656,Taylor Castro,F,12th,Johnson High School,87,68
33666,Emily Thomas,F,9th,Johnson High School,87,79
33729,Cody Walker,M,10th,Johnson High School,87,94
33755,Joseph Landry,M,12th,Johnson High School,87,85
33805,Vincent Brown,M,10th,Johnson High School,87,65
33846,Aaron Cole,M,9th,Johnson High School,87,86
33918,Abigail Johnson,F,9th,Johnson High School,87,84
33930,Donald Villanueva,M,12th,Johnson High School,87,61
33940,William Oconnor,M,11th,Johnson High School,87,93
34016,Sara Coleman,F,10th,Johnson High School,87,89
34132,Victoria Lutz,F,12th,Johnson High School,87,75
34217,Jillian Oconnell,F,12th,Johnson High School,87,68
34329,Peter Gillespie,M,12th,Johnson High School,87,57
34350,Adam Peterson,M,11th,Johnson High School,87,71
34412,Jennifer King,F,10th,Johnson High School,87,68
34421,Cynthia Pierce,F,11th,Johnson High School,87,77
34430,Shelia Adams,F,10th,Johnson High School,87,65
34464,Tyler Bell,M,12th,Johnson High School,87,82
34638,Jordan Herman,M,11th,Johnson High School,87,98
34657,Gary Velazquez,M,11th,Johnson High School,87,95
34664,Kimberly Sullivan,F,11th,Johnson High School,87,77
34680,Sara Oconnor,F,12th,Johnson High School,87,93
34817,Julia Garcia,F,12th,Ford High School,87,82
34819,Nicholas Doyle,M,12th,Ford High School,87,98
34919,Katherine Rojas,F,11th,Ford High School,87,83
34993,Andrew Walton,M,10th,Ford High School,87,98
34996,Vanessa Allen,F,9th,Ford High School,87,71
35165,Corey Lee,M,10th,Ford High School,87,77
35197,Jessica Todd,F,9th,Ford High School,87,96
35236,Sheila Burnett,F,9th,Ford High School,87,91
35305,Michelle George,F,10th,Ford High School,87,64
35308,Gwendolyn Hall,F,9th,Ford High School,87,89
35342,Doris Turner,F,10th,Ford High School,87,74
35359,Lisa Wilson,F,11th,Ford High School,87,78
35363,Sarah Leon,F,11th,Ford High School,87,78
35381,Ashley Tucker,F,12th,Ford High School,87,83
35433,Lauren Gomez,F,11th,Ford High School,87,67
35460,Veronica Crosby,F,10th,Ford High School,87,74
35476,Mr. Michael Jones,M,11th,Ford High School,87,72
35496,Linda Jenkins,F,11th,Ford High School,87,65
35522,Dawn Young,F,9th,Ford High School,87,96
35527,Paul Simmons,M,10th,Ford High School,87,69
35589,James Valentine,M,9th,Ford High School,87,76
35682,Matthew Sellers,M,11th,Ford High School,87,73
35810,Renee Delacruz,F,11th,Ford High School,87,66
35841,Elizabeth Campbell,F,12th,Ford High School,87,85
35843,Anna Martin,F,9th,Ford High School,87,73
35953,Gregory Ferguson,M,11th,Ford High School,87,74
35973,Robert Washington,M,11th,Ford High School,87,70
36038,Melanie Villa,F,11th,Ford High School,87,55
36051,Albert Gallegos,M,9th,Ford High School,87,83
36058,William Acosta,M,10th,Ford High School,87,92
36059,Diana Cervantes,F,11th,Ford High School,87,56
36063,Michael Jones,M,10th,Ford High School,87,80
36064,Tyrone Ibarra,M,9th,Ford High School,87,61
36108,Barry Johnson,M,12th,Ford High School,87,70
36121,Jasmine Lee,F,12th,Ford High School,87,99
36131,Julie Sharp,F,12th,Ford High School,87,77
36157,Alyssa Harmon,F,9th,Ford High School,87,88
36186,Joshua Espinoza,M,12th,Ford High School,87,62
36204,Kevin Rodriguez,M,10th,Ford High School,87,71
36207,Robert Sanchez,M,12th,Ford High School,87,68
36266,John Peck,M,9th,Ford High School,87,90
36299,Jessica Lewis,F,9th,Ford High School,87,91
36300,Daniel Torres,M,9th,Ford High School,87,73
36403,Susan Grant,F,9th,Ford High School,87,70
36440,Traci Harper,F,10th,Ford High School,87,55
36450,Catherine Silva,F,12th,Ford High School,87,67
36529,Matthew Ritter,M,11th,Ford High School,87,60
36591,William Dunn,M,11th,Ford High School,87,56
36723,Lindsey Wheeler,F,11th,Ford High School,87,71
36783,Julie Scott,F,12th,Ford High School,87,85
36817,Michelle Kim,F,11th,Ford High School,87,62
36837,Cassandra Miller,F,10th,Ford High School,87,64
36883,Patrick Black,M,9th,Ford High School,87,64
36900,Natalie Floyd,F,10th,Ford High School,87,88
36925,Jacob Brown,M,11th,Ford High School,87,91
37055,Meredith Chase,F,10th,Ford High School,87,94
37119,Matthew Waters,M,11th,Ford High School,87,86
37134,Elizabeth Wright,F,11th,Ford High School,87,96
37220,Jasmin Thomas,F,11th,Ford High School,87,55
37266,Jennifer Jones,F,11th,Ford High School,87,73
37298,Angie Flores,F,10th,Ford High School,87,92
37309,Latoya Collins,F,9th,Ford High School,87,72
37331,John Williams,M,12th,Ford High School,87,77
37348,Mr. Jacob Jackson,M,9th,Ford High School,87,75
37401,John Johns,M,12th,Ford High School,87,68
37410,Paul Campbell,M,10th,Ford High School,87,56
37483,Michael Fleming,M,10th,Ford High School,87,86
37570,Victoria Brown,F,12th,Thomas High School,87,95
37572,Jason Hogan,M,9th,Thomas High School,87,75
37668,Kimberly Morris,F,10th,Thomas High School,87,93
37682,Ann Chen,F,9th,Thomas High School,87,94
37688,Stephanie Davis,F,11th,Thomas High School,87,80
37733,Dan Carrillo,M,9th,Thomas High School,87,86
37782,Sabrina Hall,F,9th,Thomas High School,87,96
37793,Edward Allen,M,10th,Thomas High School,87,81
37818,Morgan Scott,F,11th,Thomas High School,87,70
37847,Mike Schneider,M,10th,Thomas High School,87,84
37922,Nancy Dominguez,F,9th,Thomas High School,87,80
37943,Henry Acosta,M,12th,Thomas High School,87,86
37965,Mr. Andrew Summers,M,12th,Thomas High School,87,98
38022,Amanda Fields,F,10th,Thomas High School,87,82
38048,April Ellison,F,11th,Thomas High School,87,75
38054,William Patterson,M,11th,Thomas High School,87,89
38066,Kyle Sanchez,M,12th,Thomas High School,87,78
38096,Kristina Mason,F,12th,Thomas High School,87,94
38114,Mary Pace,F,11th,Thomas High School,87,96
38159,Jennifer Cohen,F,9th,Thomas High School,87,89
38174,Michelle Peterson,F,12th,Thomas High School,87,91
38211,Anthony Page,M,11th,Thomas High School,87,89
38245,Elizabeth Cook,F,11th,Thomas High School,87,81
38305,Nathaniel Carr,M,11th,Thomas High School,87,88
38331,Timothy Wilson,M,9th,Thomas High School,87,78
38365,Dustin Meyer,M,10th,Thomas High School,87,91
38373,Ronald Yates,M,11th,Thomas High School,87,99
38426,Ashley Black,F,11th,Thomas High School,87,78
38499,Olivia Hernandez,F,10th,Thomas High School,87,71
38512,James Cruz,M,11th,Thomas High School,87,71
38517,Joseph Mitchell,M,10th,Thomas High School,87,85
38518,Allen Payne,M,11th,Thomas High School,87,88
38569,Donald Scott,M,11th,Thomas High School,87,77
38584,Tony Hoover,M,9th,Thomas High School,87,80
38605,Tiffany Cook,F,11th,Thomas High School,87,76
38607,Lisa Blackburn,F,11th,Thomas High School,87,90
38613,Gerald Estes,M,9th,Thomas High School,87,83
38636,Tony Byrd,M,10th,Thomas High School,87,85
38643,Mary Rogers,F,10th,Thomas High School,87,74
38646,Debra Rosales,F,9th,Thomas High School,87,97
38654,Kristen Crawford,F,9th,Thomas High School,87,96
38663,Catherine Cross,F,12th,Thomas High School,87,97
38689,Crystal Fields,F,11th,Thomas High School,87,97
38690,Henry Tucker,M,9th,Thomas High School,87,98
38749,Michelle Cook,F,9th,Thomas High School,87,69
38776,Dave Diaz,M,10th,Thomas High School,87,93
38844,Ariel Reynolds,F,12th,Thomas High School,87,80
38846,Jonathan Crawford,M,12th,Thomas High School,87,74
38857,Dr. Michael Sullivan DDS,M,11th,Thomas High School,87,76
38960,Kelly Diaz,F,12th,Thomas High School,87,92
38989,Theresa Ryan,F,12th,Thomas High School,87,81
39010,Thomas Smith,M,10th,Thomas High School,87,83
39016,Amy Collins,F,11th,Thomas High School,87,79
39021,Kristin Krause,F,11th,Thomas High School,87,91
39027,Jaime Holland,F,12th,Thomas High School,87,94
39055,William Foster PhD,M,12th,Thomas High School,87,79
39097,Kathleen Barr,F,11th,Thomas High School,87,76
39125,Maria Shields,F,12th,Thomas High School,87,99
39158,Kari Holloway,F,10th,Thomas High School,87,90
94,Micheal Dennis,M,12th,Huang High School,86,61
103,William Mcdonald,M,12th,Huang High School,86,74
137,Michelle Martin,F,12th,Huang High School,86,92
190,Travis Jackson,M,11th,Huang High School,86,96
195,Brandy Marshall,F,11th,Huang High School,86,60
198,Christopher Phillips,M,9th,Huang High School,86,55
209,Daniel Sutton,M,11th,Huang High School,86,96
248,Terry Harrell,M,9th,Huang High School,86,69
269,Michael Porter,M,11th,Huang High School,86,68
275,Christina Whitaker,F,12th,Huang High School,86,89
313,Wayne Atkinson,M,11th,Huang High School,86,63
391,Diana Reeves,F,11th,Huang High School,86,83
413,Jonathan Marshall,M,12th,Huang High School,86,72
416,Kevin Mclean,M,9th,Huang High School,86,80
441,James Ho,M,12th,Huang High School,86,61
466,Carrie Hernandez,F,11th,Huang High School,86,92
486,Shawn Nielsen,M,9th,Huang High School,86,81
500,Tina Aguirre,F,10th,Huang High School,86,90
542,Lisa Osborne,F,9th,Huang High School,86,69
546,Thomas Delgado,M,12th,Huang High School,86,80
612,Brooke Thomas,F,10th,Huang High School,86,95
634,John Simpson,M,10th,Huang High School,86,72
636,Monica Davis,F,9th,Huang High School,86,84
665,Joseph Cortez,M,11th,Huang High School,86,97
676,Mia Roach,F,9th,Huang High School,86,80
758,Norman Moore,M,10th,Huang High School,86,72
803,David White,M,12th,Huang High School,86,62
811,Thomas Shepard,M,9th,Huang High School,86,89
828,Jordan Lewis,M,9th,Huang High School,86,78
861,Mark Taylor,M,11th,Huang High School,86,55
898,Darren Davis,M,9th,Huang High School,86,97
941,Billy Robles,M,11th,Huang High School,86,88
945,Tina Armstrong,F,11th,Huang High School,86,74
979,Karen Peterson,F,12th,Huang High School,86,83
1042,Peter Robinson,M,11th,Huang High School,86,98
1069,Jessica Porter,F,9th,Huang High School,86,67
1121,Morgan Ramos,F,10th,Huang High School,86,83
1149,Robert Sanchez,M,11th,Huang High School,86,78
1163,Lori Huang,F,12th,Huang High School,86,58
